"","top","model_type","test","gene","stat","pval","fdr","gene_index","ensembl","in_rows","in_rows_top20","results"
"1473",27,"pairwise","pTpos-next_both","RNF157-AS1",5.28314524107134,6.05928332765928e-06,0.00468674344499394,17043,"ENSG00000267128","c(19731; 32459; 54347; 62674; 102850; 118820; 140188; 164447; 182967; 208822; 221852; 243464; 266557; 281123; 313240; 317018; 342100; 361965; 396779; 402809; 428194; 448092; 459471; 480359; 501243; 535765; 558298; 574634; 587643; 610631; 626544; 655282; 675438; 694127; 721315; 730966; 768956; 785642; 807587; 814499; 850237; 866620; 888490; 918879; 939759; 960643; 967889; 987124; 1012556; 1023356)","integer(0)","character(0)"
"1474",28,"pairwise","pTpos-next_both","AL133551.1",5.26788412229148,6.35199016338621e-06,0.00473767723471991,10443,"ENSG00000272892","c(19719; 32440; 54331; 62675; 102834; 118807; 140176; 164726; 182956; 208816; 222030; 243388; 266399; 280393; 313234; 317052; 341970; 361716; 396773; 402924; 427820; 447875; 459472; 480360; 501244; 535168; 557381; 574688; 587099; 610637; 626545; 655098; 675509; 694266; 722040; 730967; 768917; 785767; 807789; 814500; 850117; 866989; 888702; 918873; 939753; 960637; 968481; 988036; 1012497; 1023341)","integer(0)","character(0)"
"1475",29,"pairwise","pTpos-next_both","EFNA4",5.2514825008509,6.68227589767783e-06,0.0048121603395553,1329,"ENSG00000243364","c(19716; 32433; 54315; 62676; 102826; 118795; 140167; 164731; 180910; 208815; 221805; 243075; 266589; 278175; 313233; 316889; 341843; 361913; 396772; 403277; 428195; 448701; 459473; 480361; 501245; 535175; 558600; 575582; 587094; 612683; 626546; 655324; 675822; 694076; 724258; 730968; 769080; 785894; 807535; 814501; 849735; 866614; 887876; 918872; 939752; 960636; 968474; 986817; 1011603; 1023358)","integer(0)","character(0)"
"1476",30,"pairwise","pTpos-next_both","SLC16A10",5.21836508090524,7.4021561462284e-06,0.00503173749812701,7247,"ENSG00000112394","c(15759; 35085; 56880; 62691; 93365; 120912; 142444; 157566; 178041; 208799; 225894; 238968; 260067; 279760; 313232; 326916; 341067; 360898; 396771; 410998; 425157; 445203; 459503; 480362; 501246; 527240; 547930; 572151; 594259; 615552; 626562; 651235; 679929; 700598; 722673; 730969; 759053; 786670; 808607; 814502; 842043; 869652; 891374; 918842; 939751; 960635; 976409; 997487; 1015034; 1023373)","integer(0)","character(0)"
"1477",31,"pairwise","pTpos-next_both","PRR29-AS1",5.20997316654823,7.59650714006601e-06,0.00503173749812701,16919,"ENSG00000264954","c(20433; 34557; 43669; 62692; 103717; 120545; 142025; 164442; 187305; 208814; 222442; 242070; 262886; 290811; 313231; 320227; 340286; 360300; 396721; 397506; 419096; 439786; 459474; 480363; 501247; 533251; 554454; 575670; 587638; 606288; 626547; 654687; 676827; 697779; 711622; 730970; 765742; 787451; 809205; 814552; 855535; 875713; 896791; 918871; 939750; 960634; 970398; 990963; 1011515; 1023359)","integer(0)","character(0)"
"1478",32,"pairwise","pTpos-next_both","PPP1R36",5.2051709309636,7.70999808178818e-06,0.00503173749812701,13963,"ENSG00000165807","c(11394; 34099; 56029; 62686; 103583; 120196; 141686; 155267; 175707; 208787; 212324; 236649; 257570; 280682; 313230; 320142; 340479; 360426; 396770; 403978; 424847; 444976; 459475; 480364; 501248; 533411; 554541; 575616; 596558; 617886; 626574; 664805; 682248; 703095; 721751; 730971; 765827; 787258; 809079; 814503; 849063; 869962; 891601; 918870; 939749; 960633; 970238; 990876; 1011569; 1023360)","integer(0)","character(0)"
"1479",33,"pairwise","pTpos-next_both","ABCG5",5.16141423240263,8.82494524620959e-06,0.00520805615245086,2393,"ENSG00000138075","c(19667; 32338; 54243; 62677; 102756; 118703; 140069; 164740; 182977; 208812; 222015; 243452; 266591; 281002; 313228; 317023; 342062; 361916; 396768; 402811; 427848; 448114; 459476; 480365; 501249; 535469; 558120; 574693; 587084; 610615; 626548; 655083; 675444; 694073; 721430; 730972; 768945; 785674; 807538; 814504; 850229; 866960; 888462; 918868; 939747; 960631; 968179; 987296; 1012491; 1023368)","integer(0)","character(0)"
"1480",34,"pairwise","pTpos-next_both","CCNJL",5.16141423240263,8.82494524620959e-06,0.00520805615245086,6323,"ENSG00000135083","c(19668; 32339; 54244; 62678; 102757; 118704; 140070; 164741; 182978; 208813; 222024; 243453; 266592; 281003; 313229; 317024; 342063; 361930; 396769; 402812; 427849; 448115; 459477; 480366; 501250; 535470; 558121; 574694; 587085; 610616; 626549; 655092; 675445; 694074; 721431; 730973; 768946; 785675; 807552; 814505; 850230; 866961; 888463; 918869; 939748; 960632; 968180; 987297; 1012492; 1023369)","integer(0)","character(0)"
"1481",35,"pairwise","pTpos-next_both","TEAD3",5.15054878285676,9.12578926674186e-06,0.00520805615245086,6868,"ENSG00000007866","c(6950; 36664; 48421; 62707; 104225; 122109; 143679; 149311; 174732; 208599; 209369; 231856; 252416; 289158; 313227; 315611; 339106; 360819; 396746; 398049; 420522; 441045; 459478; 480367; 501251; 533523; 559363; 578336; 602514; 618861; 626762; 667760; 687041; 708249; 713275; 730974; 770358; 788631; 808686; 814527; 854992; 874287; 895532; 918867; 939746; 960630; 970126; 986054; 1008849; 1023348)","integer(0)","character(0)"
"1482",36,"pairwise","pTpos-next_both","KRTCAP3",5.12990187078601,9.72582790392567e-06,0.00520805615245086,2286,"ENSG00000157992","c(19644; 32295; 54213; 62679; 102733; 118662; 140021; 164742; 182981; 208808; 222108; 243455; 266613; 281425; 313223; 317272; 342072; 361915; 396764; 403117; 427777; 447863; 459479; 480368; 501252; 534645; 557299; 574689; 587080; 610609; 626550; 655018; 675439; 694049; 721005; 730975; 768694; 785662; 807537; 814506; 849921; 867029; 888711; 918863; 939742; 960626; 969001; 988115; 1012493; 1023363)","integer(0)","character(0)"
"1483",37,"pairwise","pTpos-next_both","AC068282.1",5.12990187078601,9.72582790392567e-06,0.00520805615245086,2876,"ENSG00000286145","c(19645; 32296; 54214; 62680; 102734; 118663; 140022; 164743; 182982; 208809; 222109; 243456; 266614; 281426; 313224; 317273; 342073; 361918; 396765; 403118; 427778; 447864; 459480; 480369; 501253; 534646; 557300; 574690; 587081; 610610; 626551; 655019; 675440; 694050; 721006; 730976; 768695; 785663; 807540; 814507; 849922; 867030; 888712; 918864; 939743; 960627; 969002; 988116; 1012494; 1023364)","integer(0)","character(0)"
"1484",38,"pairwise","pTpos-next_both","ARHGEF39",5.12990187078601,9.72582790392567e-06,0.00520805615245086,9486,"ENSG00000137135","c(19646; 32297; 54215; 62681; 102735; 118664; 140023; 164744; 182983; 208810; 222110; 243457; 266615; 281427; 313225; 317274; 342074; 361940; 396766; 403119; 427779; 447865; 459481; 480370; 501254; 534647; 557301; 574691; 587082; 610611; 626552; 655020; 675441; 694051; 721007; 730977; 768696; 785664; 807562; 814508; 849923; 867031; 888713; 918865; 939744; 960628; 969003; 988117; 1012495; 1023365)","integer(0)","character(0)"
"1485",39,"pairwise","pTpos-next_both","AP005329.3",5.12990187078601,9.72582790392567e-06,0.00520805615245086,17239,"ENSG00000272688","c(19647; 32298; 54216; 62682; 102736; 118665; 140024; 164745; 182984; 208811; 222111; 243458; 266616; 281428; 313226; 317275; 342075; 361966; 396767; 403120; 427780; 447866; 459482; 480371; 501255; 534648; 557302; 574692; 587083; 610612; 626553; 655021; 675442; 694052; 721008; 730978; 768697; 785665; 807588; 814509; 849924; 867032; 888714; 918866; 939745; 960629; 969004; 988118; 1012496; 1023366)","integer(0)","character(0)"
"1486",40,"pairwise","pTpos-next_both","EXOC3L1",5.11665341099684,1.01313371268826e-05,0.00528957111394538,15712,"ENSG00000179044","c(19637; 32281; 54199; 62683; 102727; 118649; 140001; 164414; 182321; 208807; 222041; 243443; 266648; 279425; 313222; 317134; 342070; 362044; 396763; 403306; 428216; 448695; 459483; 480372; 501256; 535465; 558585; 574948; 587610; 611426; 626554; 655109; 675454; 694017; 723212; 730979; 768852; 785667; 807461; 814510; 849764; 866593; 887882; 918862; 939741; 960625; 968184; 986832; 1012237; 1023372)","integer(0)","character(0)"
"1487",41,"pairwise","pTpos-next_both","RBM20",5.0109869482312,1.40274726123333e-05,0.00714511556185291,10789,"ENSG00000203867","c(14732; 35346; 47261; 62697; 103956; 121117; 142670; 156157; 185321; 208785; 213026; 237472; 258413; 289494; 313221; 316210; 339351; 360597; 396727; 397923; 420230; 440793; 459484; 480373; 501257; 533486; 558914; 577199; 595668; 608272; 626576; 664103; 681425; 702252; 712939; 730980; 769759; 788386; 808908; 814546; 855118; 874579; 895784; 918861; 939740; 960624; 970163; 986503; 1009986; 1023386)","integer(0)","character(0)"
"1488",42,"pairwise","pTpos-next_both","DUS4L",4.9611276614785,1.63507370571227e-05,0.00813020935002265,8182,"ENSG00000105865","c(9023; 40304; 53115; 62843; 89945; 113023; 145703; 148495; 175367; 208499; 223497; 237994; 251885; 290413; 313220; 332788; 351972; 360917; 396707; 411149; 431521; 440115; 459805; 480528; 501258; 528736; 543726; 565801; 603330; 618226; 626862; 653632; 680903; 708780; 712020; 730981; 753181; 775765; 808588; 814566; 841892; 863288; 896462; 918540; 939585; 960623; 974913; 1001691; 1021384; 1023424)","integer(0)","character(0)"
"1489",43,"pairwise","pTpos-next_both","ARF4-AS1",4.93283149851849,1.78349650139502e-05,0.00866198626398454,3950,"ENSG00000272146","c(15788; 36079; 53224; 62700; 92204; 121679; 143242; 157182; 179661; 208788; 226478; 238510; 259565; 287087; 313219; 328306; 340623; 366719; 396750; 409522; 422140; 442540; 459518; 480375; 501259; 526229; 546807; 577392; 594643; 613932; 626573; 650651; 680387; 701100; 715346; 730982; 757663; 787114; 802786; 814523; 843519; 872669; 894037; 918827; 939738; 960622; 977420; 998610; 1009793; 1023408)","integer(0)","character(0)"
"1490",44,"pairwise","pTpos-next_both","CFAP57",4.92144867028089,1.84690239317279e-05,0.00876607035886832,577,"ENSG00000243710","c(19566; 32126; 54055; 62687; 102629; 118490; 139826; 164696; 182960; 208805; 222087; 243420; 266649; 280712; 313217; 317255; 342031; 362029; 396761; 403272; 427822; 448220; 459485; 480376; 501260; 534621; 557399; 575296; 587129; 610633; 626556; 655042; 675477; 694016; 721721; 730984; 768714; 785706; 807476; 814512; 849730; 866987; 888357; 918860; 939737; 960621; 969028; 988018; 1011889; 1023385)","integer(0)","character(0)"
"1491",45,"pairwise","pTpos-next_both","AC100793.3",4.84781322899172,2.31457160428506e-05,0.0105297633056475,16626,"ENSG00000267765","c(19531; 32067; 53991; 62688; 102594; 118433; 139761; 163030; 182581; 208804; 221609; 242707; 266204; 281403; 313215; 317067; 341832; 362005; 396760; 402810; 427492; 448093; 459486; 480377; 501261; 534612; 558292; 575592; 588795; 611012; 626557; 655520; 676336; 694461; 721030; 730986; 768902; 785905; 807500; 814513; 850231; 867317; 888484; 918859; 939736; 960620; 969037; 987125; 1011593; 1023401)","integer(0)","character(0)"
"1492",46,"pairwise","pTpos-next_both","AL035078.1",4.84714233743408,2.31933112459197e-05,0.0105297633056475,11216,"ENSG00000254584","c(19530; 32066; 53990; 62689; 102593; 118432; 139760; 163262; 181870; 208803; 221816; 242790; 265947; 280015; 313214; 317068; 341951; 361866; 396759; 402941; 427782; 448132; 459487; 480378; 501262; 534670; 557761; 575295; 588563; 611723; 626558; 655313; 676107; 694718; 722418; 730987; 768901; 785786; 807639; 814514; 850100; 867027; 888445; 918858; 939735; 960619; 968979; 987704; 1011890; 1023390)","integer(0)","character(0)"
"1493",47,"pairwise","pTpos-next_both","AC002470.1",4.83731379796856,2.39017881729988e-05,0.010620530727764,19797,"ENSG00000272829","c(19524; 32055; 53980; 62690; 102585; 118419; 139751; 163867; 182957; 208802; 222052; 243317; 266563; 281149; 313213; 317226; 341971; 362022; 396758; 402923; 427562; 448116; 459488; 480379; 501263; 534642; 557859; 575482; 587958; 610636; 626559; 655120; 675580; 694133; 721284; 730988; 768743; 785766; 807483; 814515; 850118; 867247; 888461; 918857; 939734; 960618; 969007; 987802; 1011703; 1023399)","integer(0)","character(0)"
"1494",48,"pairwise","pTpos-next_both","C1QTNF3",4.8024322378233,2.65934637791415e-05,0.0115525874690752,5611,"ENSG00000082196","c(15105; 37234; 55485; 62713; 87229; 122513; 144079; 155351; 177971; 208774; 227862; 236732; 257648; 286740; 313212; 332471; 340508; 367066; 396747; 414583; 422364; 442805; 459824; 480380; 501264; 523283; 543875; 577674; 596474; 615622; 626587; 649267; 682165; 703017; 715693; 730989; 753498; 787229; 802439; 814526; 838458; 872445; 893772; 918521; 939733; 960617; 980366; 1001542; 1009511; 1023410)","integer(0)","character(0)"
"1495",49,"pairwise","pTpos-next_both","AL355304.1",4.78958148322592,2.76589433754912e-05,0.0115525874690752,7392,"ENSG00000232618","c(19508; 32008; 53937; 62694; 102560; 118379; 139709; 164697; 182516; 208800; 222063; 243421; 266542; 279262; 313210; 317119; 342032; 361856; 396756; 403286; 428163; 448218; 459489; 480381; 501265; 534964; 557397; 574696; 587127; 611076; 626560; 655065; 675475; 694112; 723049; 730990; 768837; 785704; 807648; 814516; 849744; 866645; 888358; 918855; 939731; 960615; 968684; 988019; 1012488; 1023405)","integer(0)","character(0)"
"1496",50,"pairwise","pTpos-next_both","AC127526.2",4.78958148322592,2.76589433754912e-05,0.0115525874690752,11035,"ENSG00000255367","c(19509; 32009; 53938; 62695; 102561; 118380; 139710; 164698; 182517; 208801; 222064; 243422; 266548; 279345; 313211; 317124; 342033; 361857; 396757; 403295; 428164; 448219; 459490; 480382; 501266; 534965; 557398; 574697; 587128; 611077; 626561; 655066; 675476; 694118; 723132; 730991; 768842; 785705; 807649; 814517; 849753; 866646; 888359; 918856; 939732; 960616; 968685; 988020; 1012489; 1023406)","integer(0)","character(0)"
"1497",51,"pairwise","pTpos-next_both","NIPAL1",4.66627769641379,4.02853331712399e-05,0.016496448979376,4932,"ENSG00000163293","c(19431; 31888; 53820; 62696; 102499; 118265; 139581; 164211; 182520; 208797; 221902; 243337; 266577; 280153; 313208; 317064; 341963; 362031; 396754; 402937; 427823; 448415; 459491; 480384; 501267; 534966; 558586; 575509; 587407; 611073; 626564; 655227; 675560; 694088; 722280; 730993; 768905; 785774; 807474; 814519; 850104; 866986; 888029; 918854; 939729; 960614; 968683; 986831; 1011676; 1023413)","integer(0)","character(0)"
"1498",52,"pairwise","pTpos-next_both","AP000704.1",4.62968983247606,4.50258402863903e-05,0.0180830701642495,19616,"ENSG00000224790","c(1578; 37607; 48623; 62979; 97547; 124358; 145677; 146759; 169316; 205746; 209404; 229884; 250708; 289441; 313181; 326500; 337638; 358204; 396397; 405723; 418907; 439628; 459702; 480385; 501268; 525520; 546023; 577336; 605066; 624277; 629615; 667725; 689013; 709957; 712992; 731020; 759469; 790099; 811301; 814876; 847318; 875902; 896949; 918643; 939728; 960613; 978129; 999394; 1009849; 1023393)","integer(0)","character(0)"
"1499",53,"pairwise","pTpos-next_both","LIPH",4.58390054105253,5.17400301278802e-05,0.0203875243243519,4577,"ENSG00000163898","c(11767; 33471; 55422; 62702; 103345; 119703; 141131; 156395; 176758; 208771; 213262; 237703; 258681; 280839; 313206; 320108; 340649; 360528; 396753; 403949; 424946; 445020; 459492; 480388; 501269; 533510; 554598; 575599; 595430; 616835; 626590; 663867; 681194; 701984; 721594; 730995; 765861; 787088; 808977; 814520; 849092; 869863; 891557; 918853; 939725; 960612; 970139; 990819; 1011586; 1023432)","integer(0)","character(0)"
"1500",54,"pairwise","pTpos-next_both","URB1-AS1",4.56809437486041,5.42796835647376e-05,0.0209921650289996,19572,"ENSG00000256073","c(7743; 37125; 55385; 62971; 87481; 120392; 145924; 150356; 173469; 208231; 224416; 234359; 251395; 286561; 313141; 331639; 347781; 357490; 396635; 413843; 423666; 440282; 461273; 480527; 501270; 524885; 543336; 567004; 601469; 620124; 627130; 652713; 684538; 709270; 715872; 731060; 754330; 779956; 812015; 814638; 839198; 871143; 896295; 917072; 939586; 960611; 978764; 1002081; 1020181; 1023515)","integer(0)","character(0)"
"1501",55,"pairwise","pTpos-next_both","ZNF284",4.54495018594849,5.8221526874357e-05,0.0221072430408013,18483,"ENSG00000186026","c(20745; 36591; 58342; 62966; 83631; 122033; 143625; 163628; 182353; 208796; 229722; 246955; 268113; 280183; 313203; 334134; 346639; 367106; 396751; 417671; 430327; 450823; 468180; 480393; 501271; 522111; 542995; 571321; 588197; 611458; 626565; 647407; 671942; 692552; 722250; 730998; 751835; 781098; 802399; 814522; 835370; 864482; 885754; 910165; 939720; 960610; 981538; 1002422; 1015864; 1023337)","integer(0)","c(""next_pTpos-both_top11""; ""next_pTpos-next_both_top11""; ""next_pTpos-none_top3""; ""next_pTpos-Abpos_top11""; ""next_pTpos-next_Abpos_top10"")"
"1502",56,"pairwise","pTpos-next_both","BX322234.1",4.51946426295754,6.28889441650558e-05,0.0231466337443536,7550,"ENSG00000226445","c(15196; 36444; 47855; 62710; 94231; 121932; 143517; 156321; 180234; 208764; 224349; 237639; 258589; 289199; 313201; 326512; 340119; 360766; 396680; 405950; 420495; 441015; 459590; 480395; 501272; 527588; 548289; 577079; 595504; 613359; 626597; 652780; 681258; 702076; 713234; 731000; 759457; 787618; 808739; 814593; 847091; 874314; 895562; 918755; 939718; 960609; 976061; 997128; 1010106; 1023504)","integer(0)","character(0)"
"1503",57,"pairwise","pTpos-next_both","OTOF",4.51796062459765,6.31755469942615e-05,0.0231466337443536,2254,"ENSG00000115155","c(20107; 33400; 44614; 62708; 103302; 119642; 141055; 163146; 186818; 208795; 218729; 242259; 266699; 289027; 313200; 316200; 340662; 364972; 396687; 398088; 420648; 441141; 459494; 480396; 501273; 534515; 559212; 577070; 588679; 606775; 626566; 658400; 676638; 693966; 713406; 731001; 769769; 787075; 804533; 814586; 854953; 874161; 895436; 918851; 939717; 960608; 969134; 986205; 1010115; 1023461)","integer(0)","character(0)"
"1504",58,"pairwise","pTpos-next_both","TGDS",4.47562569474981,7.17943914403386e-05,0.0258509322558626,13488,"ENSG00000088451","c(12035; 33656; 51945; 62799; 89976; 123443; 144915; 156731; 178471; 208584; 225815; 235008; 255679; 285718; 313144; 327874; 337290; 357837; 396672; 410308; 420458; 440970; 459842; 480399; 501274; 524337; 544850; 576919; 595094; 615122; 626777; 651314; 683889; 704986; 716715; 731057; 758095; 790447; 811668; 814601; 842733; 874351; 895607; 918503; 939714; 960607; 979312; 1000567; 1010266; 1023583)","integer(0)","character(0)"
"1505",59,"pairwise","pTpos-next_both","TTC12",4.45015885659832,7.75261426640761e-05,0.0274416264982469,11877,"ENSG00000149292","c(17754; 36639; 48028; 62715; 91288; 122088; 143658; 157108; 185561; 208770; 226790; 238438; 259475; 289143; 313197; 328913; 340337; 366916; 396669; 407904; 420539; 441051; 459744; 480400; 501275; 525847; 546351; 577770; 594717; 608032; 626591; 650339; 680459; 701190; 713290; 731004; 757056; 787400; 802589; 814604; 845137; 874270; 895526; 918601; 939713; 960606; 977802; 999066; 1009415; 1023527)","integer(0)","character(0)"
"1506",60,"pairwise","pTpos-next_both","CFC1",4.40881952882116,8.78025984004211e-05,0.0305611577499066,2904,"ENSG00000136698","c(20712; 36247; 43188; 62719; 93295; 121802; 143374; 164753; 187514; 208794; 227878; 242036; 263016; 291453; 313196; 327245; 340226; 360658; 395929; 398924; 418569; 439339; 459690; 480401; 501276; 526987; 547640; 576846; 587072; 606079; 626567; 649251; 676861; 697649; 710980; 731005; 758724; 787511; 808847; 815344; 854117; 876240; 897238; 918655; 939712; 960605; 976662; 997777; 1010339; 1023483)","integer(0)","character(0)"
